assay,model,rho,params,DMS_id,MSA_Neff_L,MSA_Neff_L_category,UniProt_ID,taxon,seq_len,sel,lp,ld,llen,z_llen,cooks_d,leverage,high_influence
KKA2_KLEPN_Melnikov_2014,ESM2 (650M),0.601,650000000.0,KKA2_KLEPN_Melnikov_2014,298.65,High,KKA2_KLEPN,Prokaryote,264,OrganismalFitness,-0.6757952668298763,1.1670439916915494,0.07890661562729129,0.16388890802123063,0.0005899151885077187,0.03000491978841658,False
LGK_LIPST_Klesmith_2015,ESM2 (650M),0.515,650000000.0,LGK_LIPST_Klesmith_2015,18.83,Medium,LGK_LIPST,Eukaryote,439,Activity,-0.6757952668298763,-0.03326820737487668,0.2997672089995813,0.6226159892038432,0.00017151193921505832,0.03589775346514271,False
LYAM1_HUMAN_Elazar_2016,ESM2 (650M),0.31,650000000.0,LYAM1_HUMAN_Elazar_2016,1.09,Medium,LYAM1_HUMAN,Human,372,Expression,-0.6757952668298763,-1.2706920294509179,0.2278456286393573,0.47323498769094224,0.0003527748573377823,0.05054193257493135,False
MAFG_MOUSE_Tsuboyama_2023_1K1V,ESM2 (650M),0.48,650000000.0,MAFG_MOUSE_Tsuboyama_2023_1K1V,3.89,Medium,MAFG_MOUSE,Eukaryote,41,Stability,-0.6757952668298763,-0.7181689260658337,-0.7299134545228045,-1.516029018108999,6.122704662594767e-05,0.040149330538035884,False
MBD11_ARATH_Tsuboyama_2023_6ACV,ESM2 (650M),0.699,650000000.0,MBD11_ARATH_Tsuboyama_2023_6ACV,24.91,Medium,MBD11_ARATH,Eukaryote,66,Stability,-0.6757952668298763,0.08825520014496502,-0.5231533757006712,-1.0865886819450563,0.0017583957683114887,0.02814310678492211,False
MET_HUMAN_Estevam_2023,ESM2 (650M),0.59,650000000.0,MET_HUMAN_Estevam_2023,17.78,Medium,MET_HUMAN,Human,287,Activity,-0.6757952668298763,-0.05818677075734646,0.11518458549145238,0.23923819044829364,0.0007535937372843501,0.025045730525768414,False
MK01_HUMAN_Brenan_2016,ESM2 (650M),0.178,650000000.0,MK01_HUMAN_Brenan_2016,25.98,Medium,MK01_HUMAN,Human,360,OrganismalFitness,-0.6757952668298763,0.10652061934546775,0.21360518952474727,0.44365761958710664,0.0031198378970847237,0.019308242923234752,False
MLAC_ECOLI_MacRae_2023,ESM2 (650M),0.382,650000000.0,MLAC_ECOLI_MacRae_2023,37.67,Medium,MLAC_ECOLI,Prokaryote,211,OrganismalFitness,-0.6757952668298763,0.2678770928117262,-0.018414855944847375,-0.0382476248433278,0.00013808217040491062,0.025298122335152898,False
MSH2_HUMAN_Jia_2020,ESM2 (650M),0.339,650000000.0,MSH2_HUMAN_Jia_2020,11.71,Medium,MSH2_HUMAN,Human,934,OrganismalFitness,-0.6757952668298763,-0.23956163231917826,0.6276495649875535,1.3036270914429249,0.0010407550750584304,0.025798840235240615,False
MTH3_HAEAE_RockahShmuel_2015,ESM2 (650M),0.527,650000000.0,MTH3_HAEAE_RockahShmuel_2015,82.51,Medium,MTH3_HAEAE,Prokaryote,330,OrganismalFitness,-0.6757952668298763,0.6083880597236142,0.17581662863534753,0.3651708421398237,0.00015236669561956355,0.026711740595224662,False
MTHR_HUMAN_Weile_2021,ESM2 (650M),0.348,650000000.0,MTHR_HUMAN_Weile_2021,0.99,Low,MTHR_HUMAN,Human,656,OrganismalFitness,-0.6757952668298763,-1.3124833327939915,0.4742065281331205,0.9849261618235745,0.00016970209795743089,0.019979301512736136,False
MYO3_YEAST_Tsuboyama_2023_2BTT,ESM2 (650M),0.588,650000000.0,MYO3_YEAST_Tsuboyama_2023_2BTT,208.4,High,MYO3_YEAST,Eukaryote,61,Stability,-0.6757952668298763,1.0107791872359453,-0.5573674762317729,-1.1576513112365787,3.223825360193308e-05,0.0280057885866173,False
NCAP_I34A1_Doud_2015,ESM2 (650M),0.028,650000000.0,NCAP_I34A1_Doud_2015,2.15,Medium,NCAP_I34A1,Virus,498,OrganismalFitness,-0.6757952668298763,-0.975680067475936,0.3545320315171776,0.7363624335169494,0.0018647851720765807,0.03171234663551302,False
NKX31_HUMAN_Tsuboyama_2023_2L9R,ESM2 (650M),0.651,650000000.0,NKX31_HUMAN_Tsuboyama_2023_2L9R,147.96,High,NKX31_HUMAN,Human,61,Stability,-0.6757952668298763,0.8620257952518151,-0.5573674762317729,-1.1576513112365787,0.0002686060496532759,0.020154558458496636,False
NPC1_HUMAN_Erwood_2022_HEK293T,ESM2 (650M),0.694,650000000.0,NPC1_HUMAN_Erwood_2022_HEK293T,0.67,Low,NPC1_HUMAN,Human,1278,Activity,-0.6757952668298763,-1.482043724690715,0.7638335425798415,1.5864809839861043,0.005118383204595828,0.0377980164439417,False
NPC1_HUMAN_Erwood_2022_RPE1,ESM2 (650M),0.661,650000000.0,NPC1_HUMAN_Erwood_2022_RPE1,0.67,Low,NPC1_HUMAN,Human,1278,Activity,-0.6757952668298763,-1.482043724690715,0.7638335425798415,1.5864809839861043,0.0039566332489692595,0.0377980164439417,False
NRAM_I33A0_Jiang_2016,ESM2 (650M),0.161,650000000.0,NRAM_I33A0_Jiang_2016,15.93,Medium,NRAM_I33A0,Virus,453,OrganismalFitness,-0.6757952668298763,-0.10590275159040985,0.3134008907702919,0.6509331233243174,0.00047465849835992487,0.02910416705648111,False
NUD15_HUMAN_Suiter_2020,ESM2 (650M),0.526,650000000.0,NUD15_HUMAN_Suiter_2020,281.51,High,NUD15_HUMAN,Human,164,Expression,-0.6757952668298763,1.1413752993897188,-0.12785346319484203,-0.26555142814271226,0.0001624683837472292,0.055815815572258884,False
NUSA_ECOLI_Tsuboyama_2023_1WCL,ESM2 (650M),0.494,650000000.0,NUSA_ECOLI_Tsuboyama_2023_1WCL,598.86,High,NUSA_ECOLI,Prokaryote,69,Stability,-0.6757952668298763,1.4692067785805873,-0.5038482205052848,-1.0464919070548913,0.00023320551053896633,0.026822546745159097,False
NUSG_MYCTU_Tsuboyama_2023_2MI6,ESM2 (650M),0.518,650000000.0,NUSG_MYCTU_Tsuboyama_2023_2MI6,320.33,High,NUSG_MYCTU,Prokaryote,55,Stability,-0.6757952668298763,1.197479086340468,-0.6023346217482961,-1.2510479968876846,2.3750331170362852e-05,0.023965336102411375,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,ESM2 (650M),0.797,650000000.0,OBSCN_HUMAN_Tsuboyama_2023_1V1C,378.54,High,OBSCN_HUMAN,Human,65,Stability,-0.6757952668298763,1.2699932503980857,-0.5297839545996845,-1.1003603831727549,0.0016633302802234657,0.021927721157861117,False
ODP2_GEOSE_Tsuboyama_2023_1W4G,ESM2 (650M),0.221,650000000.0,ODP2_GEOSE_Tsuboyama_2023_1W4G,397.86,High,ODP2_GEOSE,Prokaryote,44,Stability,-0.6757952668298763,1.291611750904111,-0.6992446347563526,-1.4523299310062783,0.004236750961759929,0.023541662553945252,False
OPSD_HUMAN_Wan_2019,ESM2 (650M),0.552,650000000.0,OPSD_HUMAN_Wan_2019,107.19,High,OPSD_HUMAN,Human,348,Expression,-0.6757952668298763,0.7220357435305611,0.19888193270404075,0.4130774399192924,0.0004398741501049103,0.05155370223112248,False
OTC_HUMAN_Lo_2023,ESM2 (650M),0.531,650000000.0,OTC_HUMAN_Lo_2023,53.97,Medium,OTC_HUMAN,Human,354,Activity,-0.6757952668298763,0.42403389067367225,0.20630595078324765,0.4284971129905357,6.667234427431235e-05,0.026715475938959024,False
OTU7A_HUMAN_Tsuboyama_2023_2L2D,ESM2 (650M),0.319,650000000.0,OTU7A_HUMAN_Tsuboyama_2023_2L2D,12395.25,High,OTU7A_HUMAN,Human,42,Stability,-0.6757952668298763,2.785136763093142,-0.7194480208446394,-1.4942923299511324,0.0084535303272153,0.039061931445922626,True
OXDA_RHOTO_Vanella_2023_activity,ESM2 (650M),0.37,650000000.0,OXDA_RHOTO_Vanella_2023_activity,271.28,High,OXDA_RHOTO,Eukaryote,364,Activity,-0.6757952668298763,1.1252992493784886,0.21840407240651594,0.45362489126594446,0.00198877029518738,0.04492770881420851,False
OXDA_RHOTO_Vanella_2023_expression,ESM2 (650M),0.315,650000000.0,OXDA_RHOTO_Vanella_2023_expression,271.28,High,OXDA_RHOTO,Eukaryote,364,Expression,-0.6757952668298763,1.1252992493784886,0.21840407240651594,0.45362489126594446,0.00548444864898934,0.08120358848771972,False
P53_HUMAN_Giacomelli_2018_Null_Etoposide,ESM2 (650M),0.432,650000000.0,P53_HUMAN_Giacomelli_2018_Null_Etoposide,0.39,Low,P53_HUMAN,Human,393,OrganismalFitness,-0.6757952668298763,-1.7170539203650423,0.2516952391328866,0.5227705885964297,0.00012334049339005678,0.025206162871467066,False
P53_HUMAN_Giacomelli_2018_Null_Nutlin,ESM2 (650M),0.404,650000000.0,P53_HUMAN_Giacomelli_2018_Null_Nutlin,0.39,Low,P53_HUMAN,Human,393,OrganismalFitness,-0.6757952668298763,-1.7170539203650423,0.2516952391328866,0.5227705885964297,2.699740389911951e-05,0.025206162871467066,False
P53_HUMAN_Giacomelli_2018_WT_Nutlin,ESM2 (650M),0.4,650000000.0,P53_HUMAN_Giacomelli_2018_WT_Nutlin,0.39,Low,P53_HUMAN,Human,393,OrganismalFitness,-0.6757952668298763,-1.7170539203650423,0.2516952391328866,0.5227705885964297,1.8936602006923803e-05,0.025206162871467066,False
P53_HUMAN_Kotler_2018,ESM2 (650M),0.678,650000000.0,P53_HUMAN_Kotler_2018,0.37,Low,P53_HUMAN,Human,393,OrganismalFitness,-0.6757952668298763,-1.7399168033245465,0.2516952391328866,0.5227705885964297,0.004054477015609851,0.025484488373552633,False
P84126_THETH_Chan_2017,ESM2 (650M),0.605,650000000.0,P84126_THETH_Chan_2017,41.7,Medium,P84126_THETH,Prokaryote,254,OrganismalFitness,-0.6757952668298763,0.3120175275822161,0.06213640537739806,0.12905720952178507,0.0011106157284583966,0.024731265071976344,False
PA_I34A1_Wu_2015,ESM2 (650M),0.038,650000000.0,PA_I34A1_Wu_2015,1.75,Medium,PA_I34A1,Virus,716,OrganismalFitness,-0.6757952668298763,-1.065080478705247,0.5122157110653154,1.0638711708828923,0.0017154464253176366,0.03076554597547788,False
PABP_YEAST_Melamed_2013,ESM2 (650M),0.716,650000000.0,PABP_YEAST_Melamed_2013,1.42,Medium,PABP_YEAST,Eukaryote,577,OrganismalFitness,-0.6757952668298763,-1.155830183008485,0.41847850191319136,0.8691791450398031,0.005749390859307365,0.03479488564022385,False
PAI1_HUMAN_Huttinger_2021,ESM2 (650M),0.448,650000000.0,PAI1_HUMAN_Huttinger_2021,30.34,Medium,PAI1_HUMAN,Human,402,Activity,-0.6757952668298763,0.17389704905917025,0.26152874184192987,0.5431947571936634,5.491273194905559e-05,0.02572127865847568,False
PHOT_CHLRE_Chen_2023,ESM2 (650M),0.749,650000000.0,PHOT_CHLRE_Chen_2023,5215.65,High,PHOT_CHLRE,Eukaryote,118,Activity,-0.6757952668298763,2.4091899126619447,-0.2708153039364145,-0.5624829310538287,0.0039320198097144085,0.06180103696805521,False
PIN1_HUMAN_Tsuboyama_2023_1I6C,ESM2 (650M),0.67,650000000.0,PIN1_HUMAN_Tsuboyama_2023_1I6C,287.66,High,PIN1_HUMAN,Human,39,Stability,-0.6757952668298763,1.1507609487253414,-0.7516327042160409,-1.5611398632132698,0.00042636412034516855,0.02299998256264767,False
PITX2_HUMAN_Tsuboyama_2023_2L7M,ESM2 (650M),0.626,650000000.0,PITX2_HUMAN_Tsuboyama_2023_2L7M,191.76,High,PITX2_HUMAN,Human,52,Stability,-0.6757952668298763,0.9746394936340561,-0.6266939676077408,-1.3016423172913478,0.00013291639633329194,0.020778795656142126,False
PKN1_HUMAN_Tsuboyama_2023_1URF,ESM2 (650M),0.298,650000000.0,PKN1_HUMAN_Tsuboyama_2023_1URF,772.42,High,PKN1_HUMAN,Human,71,Stability,-0.6757952668298763,1.5797349828960159,-0.49143896252346475,-1.0207178990857697,0.004274131466648954,0.024919514185722448,False
POLG_CXB3N_Mattenberger_2021,ESM2 (650M),0.395,650000000.0,POLG_CXB3N_Mattenberger_2021,1.79,Medium,POLG_CXB3N,Virus,2185,OrganismalFitness,-0.6757952668298763,-1.0552654964116481,0.9967541300639007,2.070256652666832,0.0017663561820582528,0.04427390174747855,False
POLG_DEN26_Suphatrakul_2023,ESM2 (650M),0.153,650000000.0,POLG_DEN26_Suphatrakul_2023,0.55,Low,POLG_DEN26,Virus,900,OrganismalFitness,-0.6757952668298763,-1.5677558378972976,0.6115451981967848,1.2701783486888432,9.624817967000354e-05,0.03470171498128344,False
POLG_HCVJF_Qi_2014,ESM2 (650M),0.116,650000000.0,POLG_HCVJF_Qi_2014,41.97,Medium,POLG_HCVJF,Virus,3033,OrganismalFitness,-0.6757952668298763,0.3148204418199485,1.1391750990681233,2.366064765888641,0.006392542323440021,0.0680454504327031,True
POLG_PESV_Tsuboyama_2023_2MXD,ESM2 (650M),0.16,650000000.0,POLG_PESV_Tsuboyama_2023_2MXD,262.74,High,POLG_PESV,Virus,53,Stability,-0.6757952668298763,1.1114076681842278,-0.6184214416417511,-1.2844602947655406,0.0029925249350070964,0.04329409195111902,False
PPARG_HUMAN_Majithia_2016,ESM2 (650M),0.594,650000000.0,PPARG_HUMAN_Majithia_2016,6.24,Medium,PPARG_HUMAN,Human,505,Activity,-0.6757952668298763,-0.5129339377091174,0.3605940668761214,0.7489532707676065,0.0009196117895306904,0.024999439185750958,False
PPM1D_HUMAN_Miller_2022,ESM2 (650M),0.602,650000000.0,PPM1D_HUMAN_Miller_2022,0.56,Low,PPM1D_HUMAN,Human,605,OrganismalFitness,-0.6757952668298763,-1.559930500385341,0.43905806340992903,0.9119228596756842,0.0015121512402216067,0.02135253256622808,False
PR40A_HUMAN_Tsuboyama_2023_1UZC,ESM2 (650M),0.805,650000000.0,PR40A_HUMAN_Tsuboyama_2023_1UZC,56.72,Medium,PR40A_HUMAN,Human,63,Stability,-0.6757952668298763,0.4456176947834687,-0.5433567617889583,-1.1285510808899109,0.0024518390982041596,0.02005339069413462,False
PRKN_HUMAN_Clausen_2023,ESM2 (650M),0.501,650000000.0,PRKN_HUMAN_Clausen_2023,0.37,Low,PRKN_HUMAN,Human,465,Expression,-0.6757952668298763,-1.7399168033245465,0.324755641647414,0.6745169218095363,0.0023142116533487523,0.05446413369283258,False
PSAE_PICP2_Tsuboyama_2023_1PSE,ESM2 (650M),0.708,650000000.0,PSAE_PICP2_Tsuboyama_2023_1PSE,1.85,Medium,PSAE_PICP2,Prokaryote,68,Stability,-0.6757952668298763,-1.0409467989885277,-0.5101883985363036,-1.0596604461679093,0.006592561640326237,0.04292156579143245,True
PTEN_HUMAN_Matreyek_2021,ESM2 (650M),0.465,650000000.0,PTEN_HUMAN_Matreyek_2021,3.72,Medium,PTEN_HUMAN,Human,403,Expression,-0.6757952668298763,-0.7375755875096439,0.2626077348985696,0.5454358239585901,0.000320522934134473,0.04710099622635343,False
PTEN_HUMAN_Mighell_2018,ESM2 (650M),0.519,650000000.0,PTEN_HUMAN_Mighell_2018,3.72,Medium,PTEN_HUMAN,Human,403,Activity,-0.6757952668298763,-0.7375755875096439,0.2626077348985696,0.5454358239585901,0.0003487352194645858,0.025002497422157346,False
Q2N0S5_9HIV1_Haddox_2018,ESM2 (650M),0.044,650000000.0,Q2N0S5_9HIV1_Haddox_2018,42.86,Medium,Q2N0S5_9HIV1,Virus,860,OrganismalFitness,-0.6757952668298763,0.32393363931426844,0.5918011400010279,1.229169973004675,0.003995893841889162,0.033836681065003794,False
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,ESM2 (650M),0.33,650000000.0,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,13.24,Medium,Q53Z42_HUMAN,Human,365,Binding,-0.6757952668298763,-0.1862305422878603,0.21959555321393465,0.45609959490015495,0.00045760976656931013,0.06909760800293058,False
Q53Z42_HUMAN_McShan_2019_expression,ESM2 (650M),0.554,650000000.0,Q53Z42_HUMAN_McShan_2019_expression,13.24,Medium,Q53Z42_HUMAN,Human,365,Expression,-0.6757952668298763,-0.1862305422878603,0.21959555321393465,0.45609959490015495,0.0012524455874853846,0.046543141306643256,False
Q59976_STRSQ_Romero_2015,ESM2 (650M),0.572,650000000.0,Q59976_STRSQ_Romero_2015,27.97,Medium,Q59976_STRSQ,Prokaryote,501,Activity,-0.6757952668298763,0.13857393897998582,0.3571404146247059,0.7417800408467711,0.0010421317996641326,0.03781503776084379,False
Q6WV12_9MAXI_Somermeyer_2022,ESM2 (650M),0.01,650000000.0,Q6WV12_9MAXI_Somermeyer_2022,0.44,Low,Q6WV12_9MAXI,Eukaryote,222,Activity,-0.6757952668298763,-1.664665850905354,0.003655663208098847,0.007592806338300123,0.010238391738948412,0.04795554571878066,True
Q837P4_ENTFA_Meier_2023,ESM2 (650M),0.515,650000000.0,Q837P4_ENTFA_Meier_2023,90.8,Medium,Q837P4_ENTFA,Prokaryote,589,Activity,-0.6757952668298763,0.6499673211295436,0.4274179835445615,0.8877464333614983,8.304244553462305e-05,0.04414640461367923,False
Q837P5_ENTFA_Meier_2023,ESM2 (650M),0.374,650000000.0,Q837P5_ENTFA_Meier_2023,95.02,Medium,Q837P5_ENTFA,Prokaryote,571,Activity,-0.6757952668298763,0.6696964986916452,0.41393879700330816,0.8597501855729108,0.0009566856649301809,0.04365341418652485,False
Q8WTC7_9CNID_Somermeyer_2022,ESM2 (650M),-0.025,650000000.0,Q8WTC7_9CNID_Somermeyer_2022,0.51,Low,Q8WTC7_9CNID,Eukaryote,238,Activity,-0.6757952668298763,-1.6005483512936052,0.03387964581397185,0.07036796740623952,0.012220486616182361,0.04583443865243952,True
R1AB_SARS2_Flynn_2022,ESM2 (650M),0.105,650000000.0,R1AB_SARS2_Flynn_2022,1.14,Medium,R1AB_SARS2,Virus,306,OrganismalFitness,-0.6757952668298763,-1.251213676055069,0.14302411523904013,0.2970608469376776,0.0004181453089020555,0.04168164244516381,False
RAD_ANTMA_Tsuboyama_2023_2CJJ,ESM2 (650M),0.493,650000000.0,RAD_ANTMA_Tsuboyama_2023_2CJJ,777.81,High,RAD_ANTMA,Eukaryote,54,Stability,-0.6757952668298763,1.5827549950106699,-0.6103035514195714,-1.2675994504196948,0.000548129873139521,0.031223395287804084,False
RAF1_HUMAN_Zinkus-Boltz_2019,ESM2 (650M),0.473,650000000.0,RAF1_HUMAN_Zinkus-Boltz_2019,0.59,Low,RAF1_HUMAN,Human,648,OrganismalFitness,-0.6757952668298763,-1.5372665157493972,0.4688776946280533,0.9738581835909567,0.00017557294013647004,0.021249409946581872,False
RASH_HUMAN_Bandaru_2017,ESM2 (650M),0.498,650000000.0,RASH_HUMAN_Bandaru_2017,125.77,High,RASH_HUMAN,Human,189,Activity,-0.6757952668298763,0.7914585335251672,-0.06623550706929571,-0.13757103684554536,1.3750399729921097e-07,0.030613532954995984,False
RASK_HUMAN_Weng_2022_abundance,ESM2 (650M),0.271,650000000.0,RASK_HUMAN_Weng_2022_abundance,146.37,High,RASK_HUMAN,Human,188,Expression,-0.6757952668298763,0.8573335454403872,-0.06853946197885996,-0.14235634731991884,0.004065759259788068,0.052592537342068466,False
RASK_HUMAN_Weng_2022_binding-DARPin_K55,ESM2 (650M),0.652,650000000.0,RASK_HUMAN_Weng_2022_binding-DARPin_K55,146.37,High,RASK_HUMAN,Human,188,Binding,-0.6757952668298763,0.8573335454403872,-0.06853946197885996,-0.14235634731991884,0.008093874199158389,0.08197366726747456,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,ESM2 (650M),0.552,650000000.0,RBP1_HUMAN_Tsuboyama_2023_2KWH,976.49,High,RBP1_HUMAN,Human,52,Stability,-0.6757952668298763,1.681549272749427,-0.6266939676077408,-1.3016423172913478,0.00012868583877574094,0.024622967205392657,False
RCD1_ARATH_Tsuboyama_2023_5OAO,ESM2 (650M),0.505,650000000.0,RCD1_ARATH_Tsuboyama_2023_5OAO,28.23,Medium,RCD1_ARATH,Eukaryote,57,Stability,-0.6757952668298763,0.1425923507553779,-0.5868224555700485,-1.2188292538103607,1.4704041860046484e-06,0.028204130644123075,False
RCRO_LAMBD_Tsuboyama_2023_1ORC,ESM2 (650M),0.596,650000000.0,RCRO_LAMBD_Tsuboyama_2023_1ORC,803.73,High,RCRO_LAMBD,Virus,63,Stability,-0.6757952668298763,1.5969916517006664,-0.5433567617889583,-1.1285510808899109,0.0034520410287063744,0.043156459237620626,False
RD23A_HUMAN_Tsuboyama_2023_1IFY,ESM2 (650M),0.513,650000000.0,RD23A_HUMAN_Tsuboyama_2023_1IFY,182.36,High,RD23A_HUMAN,Human,44,Stability,-0.6757952668298763,0.9528110561383833,-0.6992446347563526,-1.4523299310062783,8.223403013860832e-05,0.021731511898892938,False
RDRP_I33A0_Li_2023,ESM2 (650M),0.322,650000000.0,RDRP_I33A0_Li_2023,1.52,Medium,RDRP_I33A0,Virus,757,OrganismalFitness,-0.6757952668298763,-1.1262749394467688,0.5363985682575327,1.11409892462139,0.000665590736304757,0.031134836077375175,False
REV_HV1H2_Fernandes_2016,ESM2 (650M),0.24,650000000.0,REV_HV1H2_Fernandes_2016,104.82,High,REV_HV1H2,Virus,116,OrganismalFitness,-0.6757952668298763,0.7123256279750332,-0.2782393220156214,-0.5779026041250721,5.681753353741218e-05,0.051795079749836076,False
RFAH_ECOLI_Tsuboyama_2023_2LCL,ESM2 (650M),0.299,650000000.0,RFAH_ECOLI_Tsuboyama_2023_2LCL,258.65,High,RFAH_ECOLI,Prokaryote,55,Stability,-0.6757952668298763,1.1045939553535598,-0.6023346217482961,-1.2510479968876846,0.002368549593163334,0.023855295283085304,False
RL20_AQUAE_Tsuboyama_2023_1GYZ,ESM2 (650M),0.699,650000000.0,RL20_AQUAE_Tsuboyama_2023_1GYZ,1816.95,High,RL20_AQUAE,Prokaryote,59,Stability,-0.6757952668298763,1.951224448885743,-0.5718452996003958,-1.1877217260369721,0.0006373864343577705,0.02869928711971484,False
RL40A_YEAST_Mavor_2016,ESM2 (650M),0.518,650000000.0,RL40A_YEAST_Mavor_2016,30.52,Medium,RL40A_YEAST,Eukaryote,128,OrganismalFitness,-0.6757952668298763,0.17646600189130135,-0.23548734159467166,-0.48910681265393047,0.0004004493176891157,0.04254672041657478,False
RL40A_YEAST_Roscoe_2013,ESM2 (650M),0.599,650000000.0,RL40A_YEAST_Roscoe_2013,30.52,Medium,RL40A_YEAST,Eukaryote,128,OrganismalFitness,-0.6757952668298763,0.17646600189130135,-0.23548734159467166,-0.48910681265393047,0.0018169547095164696,0.04254672041657478,False
RL40A_YEAST_Roscoe_2014,ESM2 (650M),0.53,650000000.0,RL40A_YEAST_Roscoe_2014,30.52,Medium,RL40A_YEAST,Eukaryote,128,Activity,-0.6757952668298763,0.17646600189130135,-0.23548734159467166,-0.48910681265393047,0.0006134612991274141,0.04123633090279967,False
RNC_ECOLI_Weeks_2023,ESM2 (650M),0.596,650000000.0,RNC_ECOLI_Weeks_2023,70.7,Medium,RNC_ECOLI,Prokaryote,226,Activity,-0.6757952668298763,0.5413008864053579,0.011411127904860763,0.02370089347706602,0.0012820321107455265,0.032949007506443084,False
RPC1_BP434_Tsuboyama_2023_1R69,ESM2 (650M),0.708,650000000.0,RPC1_BP434_Tsuboyama_2023_1R69,9091.45,High,RPC1_BP434,Virus,61,Stability,-0.6757952668298763,2.6505146272031817,-0.5573674762317729,-1.1576513112365787,0.00685875031216558,0.0537267164810094,True
RPC1_LAMBD_Li_2019_high-expression,ESM2 (650M),0.549,650000000.0,RPC1_LAMBD_Li_2019_high-expression,121.45,High,RPC1_LAMBD,Virus,237,Activity,-0.6757952668298763,0.7762789917496078,0.03205103476756399,0.06656994533662118,0.0074149022321915005,0.0553474091832735,True
RPC1_LAMBD_Li_2019_low-expression,ESM2 (650M),0.523,650000000.0,RPC1_LAMBD_Li_2019_low-expression,121.45,High,RPC1_LAMBD,Virus,237,Activity,-0.6757952668298763,0.7762789917496078,0.03205103476756399,0.06656994533662118,0.006040146646811129,0.0553474091832735,False
RS15_GEOSE_Tsuboyama_2023_1A32,ESM2 (650M),0.409,650000000.0,RS15_GEOSE_Tsuboyama_2023_1A32,68.91,Medium,RS15_GEOSE,Prokaryote,63,Stability,-0.6757952668298763,0.530163722523147,-0.5433567617889583,-1.1285510808899109,0.00042988355085362475,0.025263689333211107,False
S22A1_HUMAN_Yee_2023_abundance,ESM2 (650M),0.626,650000000.0,S22A1_HUMAN_Yee_2023_abundance,62.71,Medium,S22A1_HUMAN,Human,553,Expression,-0.6757952668298763,0.4892182733838084,0.4000278200621583,0.8308571098495485,0.0020419944635485686,0.05427346172660443,False
S22A1_HUMAN_Yee_2023_activity,ESM2 (650M),0.575,650000000.0,S22A1_HUMAN_Yee_2023_activity,62.71,Medium,S22A1_HUMAN,Human,553,Activity,-0.6757952668298763,0.4892182733838084,0.4000278200621583,0.8308571098495485,0.00023349819301882502,0.03113078583993083,False
SAV1_MOUSE_Tsuboyama_2023_2YSB,ESM2 (650M),0.512,650000000.0,SAV1_MOUSE_Tsuboyama_2023_2YSB,105.1,High,SAV1_MOUSE,Eukaryote,43,Stability,-0.6757952668298763,0.7134841886367007,-0.7092288556629536,-1.4730671410464924,2.6660229613371664e-05,0.02791318508270394,False
SBI_STAAM_Tsuboyama_2023_2JVG,ESM2 (650M),0.573,650000000.0,SBI_STAAM_Tsuboyama_2023_2JVG,27.03,Medium,SBI_STAAM,Prokaryote,56,Stability,-0.6757952668298763,0.12372751830718398,-0.5945092842363395,-1.2347947840292108,0.0004248835557499112,0.027765828902103613,False
SC6A4_HUMAN_Young_2021,ESM2 (650M),0.543,650000000.0,SC6A4_HUMAN_Young_2021,8.81,Medium,SC6A4_HUMAN,Human,630,Activity,-0.6757952668298763,-0.3631426189794935,0.4566432382110417,0.9484472381781126,0.0002930296014510874,0.027014863579164092,False
SCIN_STAAR_Tsuboyama_2023_2QFF,ESM2 (650M),0.346,650000000.0,SCIN_STAAR_Tsuboyama_2023_2QFF,163.66,High,SCIN_STAAR,Prokaryote,70,Stability,-0.6757952668298763,0.9058240194485365,-0.49759927122828307,-1.0335128499106174,0.0015393400706171748,0.025204537729688954,False
SCN5A_HUMAN_Glazer_2019,ESM2 (650M),0.183,650000000.0,SCN5A_HUMAN_Glazer_2019,26.58,Medium,SCN5A_HUMAN,Human,2016,OrganismalFitness,-0.6757952668298763,0.11643644921517171,0.9617932165309475,1.9976428940258053,0.01197937065411861,0.052300116236714295,True
SDA_BACSU_Tsuboyama_2023_1PV0,ESM2 (650M),0.594,650000000.0,SDA_BACSU_Tsuboyama_2023_1PV0,20.05,Medium,SDA_BACSU,Prokaryote,44,Stability,-0.6757952668298763,-0.006004150435340305,-0.6992446347563526,-1.4523299310062783,0.0008935192001619995,0.030372840801442057,False
SERC_HUMAN_Xie_2023,ESM2 (650M),0.558,650000000.0,SERC_HUMAN_Xie_2023,117.4,High,SERC_HUMAN,Human,370,OrganismalFitness,-0.6757952668298763,0.7615495695200543,0.225504412824455,0.4683722863788146,6.057365342770194e-05,0.024826388476357333,False
SHOC2_HUMAN_Kwon_2022,ESM2 (650M),0.426,650000000.0,SHOC2_HUMAN_Kwon_2022,15.55,Medium,SHOC2_HUMAN,Human,582,OrganismalFitness,-0.6757952668298763,-0.1163881340286852,0.4222256734073486,0.8769620139344273,0.00011559923548934591,0.02012013966442443,False
SOX30_HUMAN_Tsuboyama_2023_7JJK,ESM2 (650M),0.322,650000000.0,SOX30_HUMAN_Tsuboyama_2023_7JJK,262.24,High,SOX30_HUMAN,Human,57,Stability,-0.6757952668298763,1.1105804088348825,-0.5868224555700485,-1.2188292538103607,0.002371278819405291,0.020960737706714295,False
