assay,UniProt_ID,model,params,log_params,taxon,selection_type,seq_len,log_seq_len,MSA_Neff_L,log_msa_depth,MSA_Neff_L_category,upper_segment,rho
EPHB2_HUMAN_Tsuboyama_2023_1F0M,EPHB2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,66,1.8195439355418688,126.33,2.1015064961399275,High,False,0.478
ERBB2_HUMAN_Elazar_2016,ERBB2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,1255,3.098643725817057,0.32,-0.494850021680094,Low,False,0.55
ESTA_BACSU_Nutschel_2020,ESTA_BACSU,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,212,2.326335860928751,313.28,2.495932670123044,High,False,0.294
F7YBW8_MESOW_Ding_2023,F7YBW8_MESOW,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,93,1.968482948553935,176.23,2.2460798412237666,High,False,0.495
F7YBW8_MESOW_Aakre_2015,F7YBW8_MESOW,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,93,1.968482948553935,176.23,2.2460798412237666,High,False,0.049
FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,72,1.8573324964312685,141.6,2.15106325335375,High,False,0.145
FKBP3_HUMAN_Tsuboyama_2023_2KFV,FKBP3_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,69,1.8388490907372552,1.85,0.26717172840301384,Medium,False,0.177
GAL4_YEAST_Kitzman_2015,GAL4_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,OrganismalFitness,881,2.9449759084120477,10.02,1.000867721531227,Medium,False,0.328
GCN4_YEAST_Staller_2018,GCN4_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Binding,281,2.44870631990508,0.66,-0.1804560644581313,Low,False,0.194
GDIA_HUMAN_Silverstein_2021,GDIA_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,447,2.6503075231319366,0.8,-0.09691001300805639,Low,False,0.321
GFP_AEQVI_Sarkisyan_2016,GFP_AEQVI,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,238,2.376576957056512,0.06,-1.2218487496163564,Low,False,0.139
GLPA_HUMAN_Elazar_2016,GLPA_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,150,2.1760912590556813,0.51,-0.2924298239020636,Low,False,0.363
GRB2_HUMAN_Faure_2021,GRB2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,217,2.3364597338485296,6.78,0.8312296938670634,Medium,False,0.444
HCP_LAMBD_Tsuboyama_2023_2L6Q,HCP_LAMBD,Progen3 219m,219000000.0,8.340444114840118,Virus,Stability,55,1.7403626894942439,30.76,1.4879863311293935,Medium,False,0.367
HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,72,1.8573324964312685,17.22,1.236033147117636,Medium,False,0.204
HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,361,2.5575072019056577,32.84,1.5164031484474032,Medium,False,0.362
HIS7_YEAST_Pokusaeva_2019,HIS7_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,OrganismalFitness,220,2.342422680822206,23.97,1.3796680340336538,Medium,False,0.43
HMDH_HUMAN_Jiang_2019,HMDH_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,888,2.948412965778601,0.58,-0.23657200643706275,Low,False,0.52
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,HSP82_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,OrganismalFitness,709,2.8506462351830666,6.47,0.8109042806687004,Medium,False,0.334
HSP82_YEAST_Flynn_2019,HSP82_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,OrganismalFitness,709,2.8506462351830666,5.45,0.7363965022766424,Medium,False,0.402
HSP82_YEAST_Mishra_2016,HSP82_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,OrganismalFitness,709,2.8506462351830666,5.45,0.7363965022766424,Medium,False,0.547
HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,465,2.667452952889954,4.99,0.69810054562339,Medium,False,0.431
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,465,2.667452952889954,5.38,0.7307822756663892,Medium,False,0.238
I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,498,2.6972293427597176,2.15,0.33243845991560533,Medium,False,0.319
IF1_ECOLI_Kelsic_2016,IF1_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,72,1.8573324964312685,536.24,2.72935920638567,High,False,0.483
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,71,1.8512583487190752,309.51,2.490674685261338,High,False,0.21
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,55,1.7403626894942439,713.67,2.8534974410356244,High,False,0.348
KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,129,2.110589710299249,1.74,0.24054924828259971,Medium,False,0.151
KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,129,2.110589710299249,1.74,0.24054924828259971,Medium,False,0.174
KCNH2_HUMAN_Kozek_2020,KCNH2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,1159,3.064083435963596,6.29,0.798650645445269,Medium,False,0.517
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,428,2.6314437690131722,5.28,0.7226339225338123,Medium,False,0.326
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Expression,428,2.6314437690131722,5.28,0.7226339225338123,Medium,False,0.302
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,264,2.4216039268698313,298.65,2.475162519083091,High,False,0.451
LGK_LIPST_Klesmith_2015,LGK_LIPST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,439,2.6424645202421213,18.83,1.2748503200166648,Medium,False,0.346
LYAM1_HUMAN_Elazar_2016,LYAM1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,372,2.5705429398818973,1.09,0.037426497940623665,Medium,False,0.325
MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,41,1.6127838567197355,3.89,0.5899496013257077,Medium,False,0.56
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,66,1.8195439355418688,24.91,1.3963737275365065,Medium,False,0.04
MET_HUMAN_Estevam_2023,MET_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,287,2.4578818967339924,17.78,1.249931756634195,Medium,False,0.499
MK01_HUMAN_Brenan_2016,MK01_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,360,2.5563025007672873,25.98,1.4146391467370092,Medium,False,0.203
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,211,2.3242824552976926,37.67,1.5759956202032677,Medium,False,0.366
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,934,2.9703468762300935,11.71,1.0685568950723632,Medium,False,0.27
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,330,2.5185139398778875,82.51,1.9165065871151556,Medium,False,0.654
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,656,2.8169038393756605,0.99,-0.004364805402450088,Low,False,0.452
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,61,1.7853298350107671,208.4,2.3188977146274867,High,False,0.249
NCAP_I34A1_Doud_2015,NCAP_I34A1,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,498,2.6972293427597176,2.15,0.33243845991560533,Medium,False,0.314
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,61,1.7853298350107671,147.96,2.1701443226433565,High,False,0.637
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,1278,3.1065308538223815,0.67,-0.17392519729917355,Low,False,0.345
NPC1_HUMAN_Erwood_2022_RPE1,NPC1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,1278,3.1065308538223815,0.67,-0.17392519729917355,Low,False,0.291
NRAM_I33A0_Jiang_2016,NRAM_I33A0,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,453,2.656098202012832,15.93,1.2022157758011316,Medium,False,0.621
NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,164,2.214843848047698,281.51,2.4494938267812603,High,False,0.418
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,69,1.8388490907372552,598.86,2.777325305972129,High,False,0.35
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,55,1.7403626894942439,320.33,2.5055976137320095,High,False,0.394
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,65,1.8129133566428555,378.54,2.578111777789627,High,False,0.394
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,44,1.6434526764861874,397.86,2.5997302782956524,High,False,0.092
OPSD_HUMAN_Wan_2019,OPSD_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,348,2.5415792439465807,107.19,2.0301542709221025,High,False,0.523
OTC_HUMAN_Lo_2023,OTC_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,354,2.5490032620257876,53.97,1.7321524180652137,Medium,False,0.512
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,42,1.6232492903979006,12395.25,4.0932552904846835,High,False,0.211
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,364,2.561101383649056,271.28,2.43341777677003,High,False,0.18
OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Expression,364,2.561101383649056,271.28,2.43341777677003,High,False,0.223
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,393,2.5943925503754266,0.39,-0.4089353929735008,Low,False,-0.049
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,393,2.5943925503754266,0.39,-0.4089353929735008,Low,False,-0.062
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,393,2.5943925503754266,0.39,-0.4089353929735008,Low,False,-0.12
P53_HUMAN_Kotler_2018,P53_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,393,2.5943925503754266,0.37,-0.431798275933005,Low,False,0.252
P84126_THETH_Chan_2017,P84126_THETH,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,OrganismalFitness,254,2.404833716619938,41.7,1.6201360549737576,Medium,False,0.471
PA_I34A1_Wu_2015,PA_I34A1,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,716,2.8549130223078554,1.75,0.24303804868629444,Medium,False,0.443
PABP_YEAST_Melamed_2013,PABP_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,OrganismalFitness,577,2.7611758131557314,1.42,0.15228834438305647,Medium,False,0.626
PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,402,2.60422605308447,30.34,1.4820155764507117,Medium,False,0.36
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,118,2.0718820073061255,5215.65,3.717308440053486,High,False,0.47
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,39,1.591064607026499,287.66,2.458879476116883,High,False,0.449
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,52,1.7160033436347992,191.76,2.2827580210255976,High,False,0.574
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,71,1.8512583487190752,772.42,2.8878535102875573,High,False,0.344
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,2185,3.3394514413064407,1.79,0.2528530309798932,Medium,False,-0.023
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,900,2.9542425094393248,0.55,-0.2596373105057561,Low,False,0.438
POLG_HCVJF_Qi_2014,POLG_HCVJF,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,3033,3.4818724103106633,41.97,1.62293896921149,Medium,False,0.137
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,Progen3 219m,219000000.0,8.340444114840118,Virus,Stability,53,1.724275869600789,262.74,2.419526195575769,High,False,0.243
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,505,2.7032913781186614,6.24,0.795184589682424,Medium,False,0.338
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,605,2.781755374652469,0.56,-0.25181197299379954,Low,False,0.45
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,63,1.7993405494535817,56.72,1.7537362221750101,Medium,False,0.513
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,465,2.667452952889954,0.37,-0.431798275933005,Low,False,0.238
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,68,1.8325089127062364,1.85,0.26717172840301384,Medium,False,0.537
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,403,2.6053050461411096,3.72,0.5705429398818975,Medium,False,0.202
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,403,2.6053050461411096,3.72,0.5705429398818975,Medium,False,0.346
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,860,2.934498451243568,42.86,1.6320521667058099,Medium,False,0.477
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Binding,365,2.5622928644564746,13.24,1.1218879851036812,Medium,False,0.199
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,365,2.5622928644564746,13.24,1.1218879851036812,Medium,False,0.321
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,501,2.699837725867246,27.97,1.4466924663715273,Medium,False,0.625
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,222,2.346352974450639,0.44,-0.3565473235138126,Low,False,-0.015
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,589,2.7701152947871015,90.8,1.958085848521085,Medium,False,0.517
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,571,2.756636108245848,95.02,1.9778150260831866,Medium,False,0.428
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,238,2.376576957056512,0.51,-0.2924298239020636,Low,False,0.032
R1AB_SARS2_Flynn_2022,R1AB_SARS2,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,306,2.48572142648158,1.14,0.05690485133647256,Medium,False,0.072
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,54,1.7323937598229686,777.81,2.8908735224022113,High,False,0.381
RAF1_HUMAN_Zinkus-Boltz_2019,RAF1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,648,2.8115750058705933,0.59,-0.22914798835785583,Low,False,0.058
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,189,2.2764618041732443,125.77,2.0995770609167086,High,False,0.411
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,188,2.27415784926368,146.37,2.1654520728319286,High,False,0.203
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Binding,188,2.27415784926368,146.37,2.1654520728319286,High,False,0.536
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,52,1.7160033436347992,976.49,2.9896678001409684,High,False,0.317
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,57,1.7558748556724915,28.23,1.4507108781469193,Medium,False,0.243
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,Progen3 219m,219000000.0,8.340444114840118,Virus,Stability,63,1.7993405494535817,803.73,2.905110179092208,High,False,-0.012
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,44,1.6434526764861874,182.36,2.260929583529925,High,False,0.117
RDRP_I33A0_Li_2023,RDRP_I33A0,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,757,2.8790958795000727,1.52,0.18184358794477254,Medium,False,0.368
REV_HV1H2_Fernandes_2016,REV_HV1H2,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,116,2.0644579892269186,104.82,2.0204441553665746,High,False,0.218
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,55,1.7403626894942439,258.65,2.412712482745101,High,False,0.119
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,59,1.7708520116421442,1816.95,3.2593429762772845,High,False,0.424
RL40A_YEAST_Mavor_2016,RL40A_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,OrganismalFitness,128,2.1072099696478683,30.52,1.4845845292828428,Medium,False,0.443
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,OrganismalFitness,128,2.1072099696478683,30.52,1.4845845292828428,Medium,False,0.514
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Activity,128,2.1072099696478683,30.52,1.4845845292828428,Medium,False,0.405
RNC_ECOLI_Weeks_2023,RNC_ECOLI,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Activity,226,2.3541084391474008,70.7,1.8494194137968993,Medium,False,0.583
RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,Progen3 219m,219000000.0,8.340444114840118,Virus,Stability,61,1.7853298350107671,9091.45,3.958633154594723,High,False,0.739
RPC1_LAMBD_Li_2019_high-expression,RPC1_LAMBD,Progen3 219m,219000000.0,8.340444114840118,Virus,Activity,237,2.374748346010104,121.45,2.0843975191411492,High,False,0.306
RPC1_LAMBD_Li_2019_low-expression,RPC1_LAMBD,Progen3 219m,219000000.0,8.340444114840118,Virus,Activity,237,2.374748346010104,121.45,2.0843975191411492,High,False,0.252
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,63,1.7993405494535817,68.91,1.8382822499146885,Medium,False,0.355
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Expression,553,2.7427251313046983,62.71,1.7973368007753499,Medium,False,0.426
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,553,2.7427251313046983,62.71,1.7973368007753499,Medium,False,0.454
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,43,1.6334684555795864,105.1,2.021602716028242,High,False,0.277
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,56,1.7481880270062005,27.03,1.4318460456987254,Medium,False,0.244
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,630,2.7993405494535817,8.81,0.9449759084120479,Medium,False,0.458
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,70,1.845098040014257,163.66,2.213942546840078,High,False,0.255
SCN5A_HUMAN_Glazer_2019,SCN5A_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,2016,3.3044905277734875,26.58,1.4245549766067132,Medium,False,0.088
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,44,1.6434526764861874,20.05,1.3021143769562011,Medium,False,0.15
SERC_HUMAN_Xie_2023,SERC_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,370,2.568201724066995,117.4,2.0696680969115957,High,False,0.498
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,582,2.7649229846498886,15.55,1.1917303933628562,Medium,False,0.233
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,57,1.7558748556724915,262.24,2.418698936226424,High,False,0.304
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,55,1.7403626894942439,37.48,1.5737995822157407,Medium,False,-0.016
SPG1_STRSG_Olson_2014,SPG1_STRSG,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Binding,448,2.651278013998144,0.0,-2.0,Low,False,0.181
SPG1_STRSG_Wu_2016,SPG1_STRSG,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Binding,448,2.651278013998144,1.34,0.12710479836480765,Medium,False,-0.007
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,Progen3 219m,219000000.0,8.340444114840118,Prokaryote,Stability,56,1.7481880270062005,56.55,1.7524326092614742,Medium,False,0.474
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,Progen3 219m,219000000.0,8.340444114840118,Virus,Binding,1273,3.1048284036536553,1.06,0.02530586526477026,Medium,False,0.386
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,Progen3 219m,219000000.0,8.340444114840118,Virus,Expression,1273,3.1048284036536553,1.06,0.02530586526477026,Medium,False,0.417
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,60,1.7781512503836436,285.61,2.455773409227347,High,False,0.258
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,40,1.6020599913279623,84.27,1.9256729939212405,Medium,False,0.08
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,48,1.6812412373755872,253.55,2.404063614883892,High,False,-0.082
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Stability,67,1.8260748027008264,363.68,2.5607194183808955,High,False,0.616
SRC_HUMAN_Ahler_2019,SRC_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,536,2.72916478969277,2.75,0.43933269383026263,Medium,False,0.47
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,Activity,536,2.72916478969277,3.38,0.5289167002776547,Medium,False,0.403
SRC_HUMAN_Nguyen_2022,SRC_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,536,2.72916478969277,3.38,0.5289167002776547,Medium,False,0.398
SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,101,2.0043213737826426,140.9,2.1489109931093564,High,False,0.312
SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,140,2.146128035678238,47.17,1.673665876245702,Medium,False,0.082
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,Progen3 219m,219000000.0,8.340444114840118,Human,OrganismalFitness,414,2.617000341120899,0.33,-0.4814860601221125,Low,False,0.151
TAT_HV1BR_Fernandes_2016,TAT_HV1BR,Progen3 219m,219000000.0,8.340444114840118,Virus,OrganismalFitness,86,1.9344984512435677,115.56,2.062807533172159,High,False,0.424
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Progen3 219m,219000000.0,8.340444114840118,Eukaryote,Stability,37,1.568201724066995,79.56,1.9006947744523979,Medium,False,0.535
